x1,y1,z1,x2,y2,z2
-365.134,72.361,-1956.961,-374.172,100.023,-1945.541
-365.547,71.902,-1956.542,-374.617,99.54,-1945.045
-365.938,71.452,-1956.12,-375.059,99.054,-1944.611
-366.327,71.016,-1955.71,-375.484,98.596,-1944.146
-366.701,70.631,-1955.319,-375.883,98.176,-1943.693
-367.016,70.271,-1954.939,-376.244,97.8,-1943.395
-367.323,69.943,-1954.638,-376.567,97.439,-1942.968
-367.623,69.645,-1954.35,-376.907,97.11,-1942.624
-367.922,69.387,-1954.12,-377.284,96.838,-1942.425
-368.182,69.168,-1953.915,-377.6,96.599,-1942.262
-368.374,68.976,-1953.706,-377.807,96.379,-1941.965
-368.507,68.797,-1953.412,-377.961,96.198,-1941.715
-368.639,68.607,-1953.172,-378.101,96.01,-1941.48
-368.793,68.399,-1952.868,-378.269,95.795,-1941.163
-368.996,68.171,-1952.604,-378.489,95.545,-1940.813
-369.208,67.916,-1952.295,-378.732,95.272,-1940.533
-369.443,67.631,-1951.98,-378.992,94.973,-1940.245
-369.712,67.322,-1951.679,-379.254,94.649,-1939.836
-370.05,66.993,-1951.435,-379.628,94.302,-1939.577
-370.467,66.628,-1951.176,-380.11,93.913,-1939.35
-370.941,66.248,-1950.925,-380.627,93.495,-1939.043
-371.425,65.843,-1950.682,-381.162,93.075,-1938.756
-371.917,65.417,-1950.429,-381.693,92.609,-1938.517
-372.464,64.963,-1950.261,-382.303,92.123,-1938.271
-373.012,64.481,-1949.98,-382.95,91.59,-1938.02
-373.583,64.014,-1949.815,-383.59,91.094,-1937.837
-374.114,63.539,-1949.557,-384.194,90.586,-1937.587
-374.666,63.098,-1949.447,-384.802,90.111,-1937.43
-375.186,62.657,-1949.233,-385.367,89.633,-1937.104
-375.707,62.212,-1949.022,-385.973,89.164,-1937.018
-376.23,61.776,-1948.783,-386.541,88.69,-1936.651
-376.749,61.358,-1948.681,-387.126,88.232,-1936.554
-377.228,60.956,-1948.532,-387.669,87.795,-1936.381
-377.659,60.549,-1948.348,-388.148,87.38,-1936.195
-378.15,60.153,-1948.228,-388.722,86.953,-1936.13
-378.627,59.763,-1948.138,-389.275,86.548,-1935.977
-379.075,59.4,-1948.038,-389.802,86.147,-1935.946
-379.477,59.048,-1947.897,-390.253,85.765,-1935.828
-379.892,58.666,-1947.773,-390.718,85.381,-1935.655
-380.305,58.29,-1947.609,-391.179,84.971,-1935.467
-380.714,57.886,-1947.325,-391.629,84.544,-1935.205
-381.122,57.469,-1947.062,-392.065,84.099,-1934.869
-381.56,57.051,-1946.805,-392.548,83.64,-1934.615
-381.99,56.587,-1946.511,-393.029,83.165,-1934.267
-382.451,56.153,-1946.316,-393.508,82.69,-1933.926
-382.893,55.692,-1946.003,-394.017,82.223,-1933.754
-383.363,55.223,-1945.761,-394.519,81.706,-1933.408
-383.82,54.741,-1945.497,-395.057,81.205,-1933.282
-384.272,54.281,-1945.311,-395.528,80.706,-1932.94
-384.778,53.809,-1945.086,-396.11,80.196,-1932.802
-385.289,53.369,-1944.959,-396.675,79.727,-1932.607
-385.832,52.939,-1944.91,-397.299,79.265,-1932.594
-386.377,52.505,-1944.89,-397.938,78.798,-1932.538
-386.941,52.07,-1944.953,-398.585,78.332,-1932.646
-387.535,51.594,-1944.986,-399.254,77.824,-1932.663
-388.169,51.104,-1945.095,-399.941,77.311,-1932.708
-388.844,50.567,-1945.078,-400.671,76.739,-1932.75
-389.622,49.96,-1945.118,-401.541,76.098,-1932.822
-390.422,49.311,-1945.14,-402.417,75.402,-1932.721
-391.206,48.644,-1945.112,-403.297,74.7,-1932.783
-392.062,47.944,-1945.171,-404.215,73.945,-1932.747
-392.953,47.211,-1945.094,-405.195,73.175,-1932.709
-393.853,46.47,-1945.034,-406.197,72.388,-1932.626
-394.652,45.758,-1944.971,-407.072,71.628,-1932.544
-395.388,45.078,-1944.816,-407.898,70.903,-1932.458
-396.076,44.402,-1944.61,-408.651,70.193,-1932.196
