Tx,Ty,Tz,Tx,Ty,Tz
-446.318,-79.602,-1866.807,-462.812,-53.837,-1859.903
-446.634,-80.298,-1866.771,-463.169,-54.565,-1859.814
-446.955,-81.003,-1866.718,-463.508,-55.299,-1859.697
-447.245,-81.706,-1866.597,-463.837,-56.028,-1859.551
-447.56,-82.39,-1866.503,-464.184,-56.736,-1859.47
-447.886,-83.062,-1866.439,-464.52,-57.425,-1859.35
-448.207,-83.778,-1866.369,-464.879,-58.176,-1859.234
-448.5,-84.521,-1866.269,-465.217,-58.96,-1859.131
-448.767,-85.279,-1866.121,-465.531,-59.747,-1859.002
-449.052,-86.044,-1865.957,-465.861,-60.543,-1858.838
-449.302,-86.786,-1865.804,-466.159,-61.316,-1858.629
-449.563,-87.544,-1865.604,-466.46,-62.114,-1858.423
-449.808,-88.333,-1865.44,-466.757,-62.94,-1858.266
-450.067,-89.114,-1865.258,-467.058,-63.76,-1858.076
-450.347,-89.923,-1865.092,-467.386,-64.606,-1857.871
-450.661,-90.765,-1864.95,-467.736,-65.492,-1857.643
-450.945,-91.623,-1864.746,-468.073,-66.395,-1857.394
-451.209,-92.515,-1864.536,-468.378,-67.335,-1857.105
-451.425,-93.414,-1864.23,-468.634,-68.273,-1856.753
-451.645,-94.341,-1863.892,-468.863,-69.233,-1856.306
-451.861,-95.31,-1863.469,-469.158,-70.264,-1855.908
-452.054,-96.292,-1863.039,-469.395,-71.297,-1855.425
-452.219,-97.283,-1862.596,-469.587,-72.323,-1854.892
-452.384,-98.269,-1862.186,-469.796,-73.348,-1854.461
-452.515,-99.221,-1861.739,-470.004,-74.35,-1854.074
-452.694,-100.132,-1861.41,-470.18,-75.295,-1853.577
-452.849,-100.997,-1861.063,-470.376,-76.208,-1853.208
-453.018,-101.811,-1860.802,-470.561,-77.069,-1852.816
-453.168,-102.548,-1860.576,-470.723,-77.832,-1852.517
-453.29,-103.245,-1860.276,-470.881,-78.556,-1852.233
-453.415,-103.916,-1860.055,-471.047,-79.27,-1851.991
-453.519,-104.547,-1859.834,-471.166,-79.927,-1851.656
-453.611,-105.162,-1859.553,-471.264,-80.572,-1851.338
-453.705,-105.77,-1859.327,-471.398,-81.209,-1851.131
-453.775,-106.363,-1859.067,-471.497,-81.832,-1850.824
-453.838,-106.944,-1858.805,-471.564,-82.438,-1850.5
-453.902,-107.529,-1858.558,-471.661,-83.044,-1850.26
-453.958,-108.111,-1858.269,-471.731,-83.656,-1849.912
-454.028,-108.729,-1857.976,-471.844,-84.303,-1849.644
-454.107,-109.392,-1857.689,-471.953,-84.997,-1849.322
-454.202,-110.109,-1857.415,-472.064,-85.73,-1848.984
-454.309,-110.864,-1857.088,-472.231,-86.528,-1848.697
-454.471,-111.687,-1856.793,-472.431,-87.39,-1848.401
-454.667,-112.572,-1856.499,-472.7,-88.33,-1848.138
-454.882,-113.498,-1856.3,-472.941,-89.308,-1847.81
-455.072,-114.41,-1856.035,-473.169,-90.271,-1847.483
-455.235,-115.307,-1855.768,-473.366,-91.213,-1847.166
-455.386,-116.159,-1855.531,-473.535,-92.11,-1846.803
-455.509,-116.971,-1855.235,-473.681,-92.966,-1846.434
-455.643,-117.767,-1854.999,-473.833,-93.789,-1846.102
-455.76,-118.537,-1854.715,-473.996,-94.608,-1845.817
-455.875,-119.25,-1854.492,-474.139,-95.369,-1845.555
-455.972,-119.89,-1854.252,-474.274,-96.034,-1845.358
-456.073,-120.499,-1854.067,-474.423,-96.67,-1845.201
-456.183,-121.08,-1853.878,-474.576,-97.284,-1845.005
-456.317,-121.656,-1853.742,-474.723,-97.885,-1844.815
-456.428,-122.209,-1853.614,-474.868,-98.469,-1844.689
-456.543,-122.763,-1853.492,-475.014,-99.04,-1844.578
-456.667,-123.309,-1853.38,-475.165,-99.619,-1844.435
-456.776,-123.892,-1853.198,-475.318,-100.235,-1844.299
-456.943,-124.531,-1853.158,-475.493,-100.901,-1844.154
-457.115,-125.182,-1853.059,-475.688,-101.597,-1843.986
-457.275,-125.832,-1852.942,-475.88,-102.29,-1843.835
-457.439,-126.456,-1852.854,-476.06,-102.944,-1843.681
-457.587,-126.97,-1852.783,-476.228,-103.488,-1843.554
-457.726,-127.394,-1852.765,-476.386,-103.943,-1843.498
-457.819,-127.735,-1852.677,-476.499,-104.307,-1843.401
-457.943,-128.044,-1852.7,-476.647,-104.637,-1843.412
-458.111,-128.344,-1852.785,-476.837,-104.954,-1843.502
-458.305,-128.684,-1852.838,-477.044,-105.306,-1843.517
-458.555,-129.089,-1852.95,-477.318,-105.74,-1843.647
-458.808,-129.577,-1853.063,-477.586,-106.25,-1843.688
-459.044,-130.131,-1853.089,-477.867,-106.838,-1843.744
-459.246,-130.719,-1853.075,-478.099,-107.461,-1843.728
-459.48,-131.369,-1853.111,-478.356,-108.135,-1843.715
-459.726,-132.054,-1853.029,-478.672,-108.868,-1843.721
-459.969,-132.81,-1852.94,-478.971,-109.666,-1843.672
-460.177,-133.592,-1852.842,-479.236,-110.488,-1843.595
-460.385,-134.394,-1852.759,-479.508,-111.338,-1843.523
-460.558,-135.19,-1852.643,-479.708,-112.173,-1843.337
-460.688,-135.944,-1852.455,-479.88,-112.978,-1843.129
-460.813,-136.703,-1852.303,-480.019,-113.772,-1842.896
-460.905,-137.413,-1852.151,-480.13,-114.536,-1842.637
-460.985,-138.097,-1851.978,-480.204,-115.25,-1842.341
-461.04,-138.768,-1851.724,-480.298,-115.971,-1842.099
-461.114,-139.436,-1851.56,-480.383,-116.671,-1841.842
-461.2,-140.097,-1851.426,-480.479,-117.369,-1841.575
-461.244,-140.73,-1851.133,-480.571,-118.047,-1841.34
-461.322,-141.389,-1850.965,-480.673,-118.741,-1841.134
-461.39,-142.045,-1850.749,-480.763,-119.43,-1840.886
-461.476,-142.706,-1850.551,-480.882,-120.123,-1840.687
-461.57,-143.395,-1850.332,-480.997,-120.834,-1840.498
-461.666,-144.124,-1850.132,-481.115,-121.601,-1840.268
-461.742,-144.904,-1849.836,-481.227,-122.427,-1839.943
-461.863,-145.79,-1849.623,-481.405,-123.357,-1839.724
-462.029,-146.728,-1849.416,-481.588,-124.346,-1839.444
-462.192,-147.711,-1849.185,-481.796,-125.374,-1839.199
-462.361,-148.73,-1848.963,-481.987,-126.452,-1838.906
-462.487,-149.76,-1848.736,-482.129,-127.539,-1838.575
-462.588,-150.792,-1848.469,-482.28,-128.64,-1838.206
-462.692,-151.805,-1848.247,-482.414,-129.713,-1837.878
-462.765,-152.734,-1847.93,-482.517,-130.701,-1837.54
-462.825,-153.59,-1847.686,-482.603,-131.607,-1837.217
-462.848,-154.397,-1847.392,-482.677,-132.453,-1836.983
-462.843,-155.126,-1847.169,-482.68,-133.227,-1836.651
-462.766,-155.784,-1846.811,-482.63,-133.902,-1836.282
-462.599,-156.305,-1846.361,-482.492,-134.47,-1835.885
-462.387,-156.711,-1845.961,-482.277,-134.885,-1835.459
-462.113,-156.989,-1845.554,-481.955,-135.166,-1834.944
-461.806,-157.176,-1845.126,-481.63,-135.362,-1834.459
-461.512,-157.316,-1844.671,-481.31,-135.507,-1833.964
-461.256,-157.464,-1844.267,-481.023,-135.655,-1833.497
-461.021,-157.68,-1843.873,-480.772,-135.868,-1833.042
-460.828,-157.971,-1843.496,-480.589,-136.177,-1832.681
-460.681,-158.343,-1843.137,-480.454,-136.586,-1832.29
-460.616,-158.807,-1842.924,-480.376,-137.075,-1831.945
-460.589,-159.304,-1842.684,-480.376,-137.606,-1831.69
-460.615,-159.863,-1842.517,-480.406,-138.193,-1831.447
-460.659,-160.441,-1842.328,-480.481,-138.818,-1831.255
-460.763,-161.049,-1842.297,-480.576,-139.455,-1831.133
-460.919,-161.664,-1842.335,-480.723,-140.083,-1831.036
-461.127,-162.255,-1842.389,-480.957,-140.712,-1831.115
-461.358,-162.833,-1842.472,-481.23,-141.344,-1831.21
-461.571,-163.365,-1842.527,-481.465,-141.896,-1831.257
-461.781,-163.881,-1842.665,-481.698,-142.452,-1831.369
-461.982,-164.382,-1842.763,-481.938,-142.971,-1831.502
-462.157,-164.897,-1842.799,-482.135,-143.515,-1831.522
-462.325,-165.449,-1842.817,-482.331,-144.094,-1831.516
-462.472,-166.023,-1842.759,-482.518,-144.713,-1831.513
-462.608,-166.635,-1842.749,-482.689,-145.354,-1831.471
-462.704,-167.268,-1842.653,-482.83,-146.04,-1831.414
-462.795,-167.944,-1842.562,-482.957,-146.753,-1831.312
-462.9,-168.654,-1842.486,-483.084,-147.497,-1831.18
-463.019,-169.338,-1842.398,-483.24,-148.237,-1831.085
-463.123,-169.952,-1842.323,-483.366,-148.894,-1830.963
-463.213,-170.478,-1842.254,-483.486,-149.451,-1830.905
-463.315,-170.9,-1842.244,-483.583,-149.891,-1830.857
-463.443,-171.24,-1842.345,-483.7,-150.24,-1830.889
