Tx,Ty,Tz,Tx,Ty,Tz
-197.451,104.1,-1848.005,-215.535,78.711,-1850.834
-197.422,103.953,-1848.074,-215.586,78.611,-1850.884
-197.436,103.804,-1848.109,-215.66,78.509,-1850.937
-197.442,103.629,-1848.131,-215.732,78.387,-1850.891
-197.419,103.462,-1848.095,-215.78,78.278,-1850.895
-197.384,103.325,-1848.164,-215.805,78.181,-1850.864
-197.311,103.163,-1848.15,-215.818,78.068,-1850.837
-197.258,103.002,-1848.09,-215.844,77.968,-1850.762
-197.248,102.86,-1848.014,-215.876,77.861,-1850.635
-197.231,102.676,-1847.884,-215.936,77.735,-1850.508
-197.199,102.48,-1847.709,-215.972,77.59,-1850.374
-197.09,102.29,-1847.564,-215.94,77.456,-1850.202
-196.946,102.098,-1847.464,-215.885,77.331,-1850.118
-196.788,101.934,-1847.393,-215.805,77.222,-1850.026
-196.63,101.814,-1847.368,-215.723,77.157,-1850.018
-196.463,101.726,-1847.481,-215.621,77.116,-1850.04
-196.294,101.634,-1847.677,-215.527,77.073,-1850.145
-196.113,101.518,-1847.811,-215.431,77.023,-1850.226
-195.988,101.425,-1847.994,-215.363,76.973,-1850.34
-195.858,101.335,-1848.145,-215.301,76.926,-1850.399
-195.758,101.237,-1848.285,-215.275,76.884,-1850.549
-195.683,101.118,-1848.342,-215.275,76.813,-1850.573
-195.6,100.974,-1848.391,-215.259,76.734,-1850.621
-195.482,100.807,-1848.555,-215.236,76.637,-1850.696
-195.321,100.616,-1848.639,-215.165,76.527,-1850.683
-195.153,100.44,-1848.705,-215.093,76.425,-1850.72
-194.933,100.226,-1848.705,-214.992,76.298,-1850.675
-194.726,100.008,-1848.671,-214.892,76.169,-1850.634
-194.585,99.843,-1848.639,-214.825,76.063,-1850.557
-194.49,99.718,-1848.621,-214.768,75.981,-1850.524
-194.355,99.586,-1848.663,-214.7,75.897,-1850.529
-194.211,99.445,-1848.734,-214.624,75.812,-1850.533
-194.127,99.331,-1848.783,-214.591,75.741,-1850.525
-194.079,99.22,-1848.796,-214.597,75.672,-1850.598
-194.044,99.075,-1848.888,-214.623,75.58,-1850.655
-194.036,98.94,-1848.987,-214.677,75.492,-1850.716
-194.009,98.819,-1849.14,-214.71,75.421,-1850.812
-193.995,98.701,-1849.32,-214.764,75.366,-1850.98
-193.996,98.585,-1849.521,-214.829,75.306,-1851.116
-193.98,98.45,-1849.653,-214.89,75.239,-1851.22
-193.976,98.316,-1849.777,-214.951,75.154,-1851.347
-193.961,98.186,-1849.939,-215.003,75.081,-1851.489
-193.914,98.05,-1850.125,-215.026,75.008,-1851.645
-193.871,97.905,-1850.271,-215.043,74.91,-1851.716
-193.767,97.724,-1850.365,-215.02,74.803,-1851.818
-193.59,97.513,-1850.422,-214.929,74.667,-1851.899
-193.367,97.275,-1850.542,-214.796,74.52,-1851.909
-193.056,97.002,-1850.57,-214.596,74.36,-1851.945
-192.662,96.741,-1850.727,-214.343,74.226,-1852.106
-192.312,96.548,-1850.869,-214.102,74.132,-1852.155
-191.976,96.359,-1851.072,-213.881,74.05,-1852.288
-191.612,96.177,-1851.215,-213.626,73.987,-1852.329
-191.236,96.006,-1851.345,-213.362,73.923,-1852.436
-190.838,95.853,-1851.483,-213.084,73.872,-1852.492
-190.438,95.673,-1851.631,-212.795,73.814,-1852.581
-190.098,95.543,-1851.745,-212.539,73.774,-1852.624
-189.77,95.417,-1851.856,-212.293,73.731,-1852.645
-189.474,95.309,-1851.917,-212.051,73.696,-1852.66
-189.165,95.204,-1851.911,-211.815,73.652,-1852.706
-188.885,95.095,-1851.913,-211.586,73.593,-1852.635
-188.649,94.983,-1851.874,-211.392,73.526,-1852.592
-188.493,94.864,-1851.78,-211.266,73.454,-1852.58
-188.297,94.728,-1851.76,-211.133,73.364,-1852.52
-188.046,94.569,-1851.863,-210.934,73.268,-1852.568
-187.745,94.385,-1851.981,-210.708,73.159,-1852.605
-187.469,94.214,-1852.109,-210.503,73.069,-1852.698
-187.264,94.079,-1852.215,-210.355,72.998,-1852.775
-187.069,93.924,-1852.313,-210.237,72.913,-1852.828
-186.863,93.746,-1852.448,-210.099,72.811,-1852.939
-186.652,93.567,-1852.633,-209.961,72.711,-1853.037
-186.423,93.345,-1852.717,-209.804,72.577,-1853.099
-186.186,93.104,-1852.86,-209.66,72.431,-1853.215
-185.974,92.871,-1852.989,-209.53,72.295,-1853.284
-185.84,92.677,-1853.097,-209.45,72.168,-1853.312
-185.767,92.525,-1853.147,-209.408,72.057,-1853.299
-185.71,92.365,-1853.13,-209.39,71.936,-1853.279
-185.611,92.178,-1853.141,-209.341,71.798,-1853.23
-185.512,91.983,-1853.159,-209.284,71.663,-1853.181
-185.393,91.754,-1853.177,-209.222,71.505,-1853.162
-185.251,91.501,-1853.172,-209.15,71.33,-1853.146
-185.008,91.218,-1853.237,-209.003,71.141,-1853.174
-184.687,90.893,-1853.413,-208.764,70.947,-1853.151
-184.355,90.612,-1853.52,-208.527,70.767,-1853.156
-184.067,90.38,-1853.676,-208.319,70.628,-1853.193
-183.814,90.194,-1853.784,-208.111,70.504,-1853.208
-183.707,90.063,-1853.812,-208.02,70.396,-1853.208
-183.672,89.926,-1853.71,-207.996,70.271,-1853.068
-183.684,89.763,-1853.588,-208.01,70.121,-1852.912
-183.632,89.559,-1853.468,-207.999,69.957,-1852.78
-183.586,89.358,-1853.452,-207.973,69.787,-1852.68
-183.489,89.126,-1853.415,-207.923,69.613,-1852.541
-183.46,88.915,-1853.354,-207.917,69.435,-1852.474
-183.418,88.7,-1853.265,-207.917,69.264,-1852.422
-183.391,88.498,-1853.3,-207.921,69.101,-1852.389
-183.322,88.284,-1853.289,-207.901,68.946,-1852.338
-183.303,88.105,-1853.312,-207.905,68.808,-1852.299
-183.279,87.94,-1853.264,-207.915,68.686,-1852.254
-183.23,87.758,-1853.253,-207.905,68.571,-1852.241
-183.175,87.591,-1853.218,-207.903,68.453,-1852.277
-183.081,87.426,-1853.338,-207.869,68.356,-1852.306
-183.012,87.281,-1853.405,-207.846,68.263,-1852.371
-182.969,87.145,-1853.441,-207.838,68.184,-1852.386
-182.929,87.019,-1853.494,-207.835,68.11,-1852.399
-182.864,86.897,-1853.514,-207.812,68.042,-1852.421
-182.794,86.758,-1853.575,-207.781,67.965,-1852.443
-182.729,86.611,-1853.561,-207.772,67.891,-1852.473
-182.653,86.462,-1853.571,-207.744,67.802,-1852.433
-182.553,86.294,-1853.625,-207.703,67.722,-1852.477
-182.452,86.14,-1853.696,-207.652,67.64,-1852.438
-182.472,86.043,-1853.614,-207.706,67.598,-1852.384
-182.508,85.975,-1853.549,-207.762,67.565,-1852.255
-182.488,85.887,-1853.499,-207.788,67.533,-1852.213
-182.42,85.758,-1853.447,-207.773,67.483,-1852.156
-182.308,85.629,-1853.426,-207.721,67.43,-1852.125
-182.197,85.514,-1853.49,-207.668,67.396,-1852.147
-182.093,85.409,-1853.45,-207.615,67.357,-1852.123
-182.014,85.315,-1853.355,-207.581,67.33,-1852.064
-181.9,85.21,-1853.349,-207.52,67.307,-1852.008
-181.663,85.034,-1853.45,-207.378,67.279,-1852.046
-181.417,84.871,-1853.55,-207.23,67.269,-1852.06
-181.197,84.694,-1853.641,-207.09,67.229,-1851.979
-180.977,84.517,-1853.696,-206.963,67.189,-1852.004
-180.777,84.385,-1853.805,-206.82,67.145,-1852.01
-180.618,84.257,-1853.912,-206.701,67.108,-1852.012
-180.499,84.146,-1853.95,-206.629,67.065,-1852.016
-180.438,84.061,-1854.005,-206.597,67.022,-1852.04
-180.369,83.948,-1854.065,-206.562,66.972,-1852.036
-180.301,83.813,-1854.083,-206.528,66.897,-1852.05
-180.236,83.661,-1854.094,-206.504,66.812,-1851.967
-180.194,83.509,-1854.176,-206.497,66.725,-1851.977
-180.152,83.345,-1854.211,-206.499,66.639,-1852.007
-180.135,83.219,-1854.351,-206.507,66.568,-1852.01
-180.119,83.109,-1854.389,-206.516,66.497,-1852.089
-180.101,83.025,-1854.438,-206.516,66.429,-1852.13
-180.122,82.974,-1854.423,-206.536,66.377,-1852.177
-180.172,82.918,-1854.398,-206.598,66.341,-1852.123
-180.235,82.833,-1854.36,-206.679,66.295,-1852.088
-180.228,82.717,-1854.432,-206.712,66.246,-1852.111
-180.218,82.592,-1854.501,-206.739,66.177,-1852.115
-180.18,82.416,-1854.57,-206.741,66.088,-1852.143
-180.121,82.211,-1854.685,-206.73,65.966,-1852.182
-180.053,81.982,-1854.765,-206.705,65.821,-1852.156
-180.018,81.813,-1854.832,-206.695,65.7,-1852.248
-180.052,81.721,-1854.848,-206.722,65.588,-1852.299
-180.098,81.561,-1854.845,-206.78,65.446,-1852.301
-180.13,81.376,-1854.915,-206.845,65.303,-1852.369
-180.171,81.203,-1855.006,-206.906,65.177,-1852.432
-180.227,81.052,-1855.069,-206.97,65.061,-1852.466
-180.233,80.895,-1855.122,-207.002,64.935,-1852.529
-180.165,80.697,-1855.252,-206.971,64.816,-1852.644
-180.078,80.51,-1855.355,-206.93,64.701,-1852.707
-179.999,80.349,-1855.453,-206.884,64.599,-1852.786
-179.842,80.181,-1855.566,-206.766,64.5,-1852.904
-179.614,80.075,-1855.661,-206.568,64.438,-1853.002
-179.444,80.05,-1855.698,-206.395,64.409,-1853.066
-179.26,80.023,-1855.709,-206.217,64.382,-1853.107
-178.961,79.907,-1855.815,-205.945,64.334,-1853.186
-178.571,79.741,-1856.031,-205.606,64.267,-1853.321
-178.155,79.571,-1856.187,-205.244,64.18,-1853.433
-177.757,79.432,-1856.314,-204.88,64.114,-1853.53
-177.348,79.283,-1856.486,-204.521,64.05,-1853.657
-176.963,79.115,-1856.597,-204.178,63.969,-1853.741
-176.589,78.93,-1856.757,-203.856,63.883,-1853.845
-176.221,78.746,-1856.864,-203.534,63.793,-1853.941
-175.875,78.587,-1856.97,-203.223,63.703,-1854.009
-175.567,78.446,-1857.021,-202.951,63.62,-1854.078
-175.274,78.281,-1857.116,-202.691,63.533,-1854.128
-174.987,78.124,-1857.168,-202.442,63.451,-1854.185
-174.743,77.997,-1857.195,-202.221,63.373,-1854.206
-174.468,77.855,-1857.153,-201.976,63.292,-1854.163
-174.146,77.708,-1857.191,-201.695,63.215,-1854.219
-173.849,77.59,-1857.16,-201.431,63.158,-1854.224
-173.574,77.455,-1857.087,-201.192,63.085,-1854.168
-173.304,77.318,-1857.092,-200.966,63.035,-1854.182
-173.032,77.199,-1857.224,-200.729,62.988,-1854.259
-172.746,77.068,-1857.398,-200.483,62.938,-1854.404
-172.441,76.904,-1857.576,-200.218,62.871,-1854.515
-172.167,76.746,-1857.711,-199.988,62.795,-1854.632
-171.961,76.617,-1857.855,-199.811,62.716,-1854.781
-171.838,76.493,-1857.891,-199.713,62.636,-1854.842
-171.773,76.383,-1857.896,-199.66,62.567,-1854.871
-171.745,76.258,-1857.884,-199.655,62.484,-1854.839
-171.718,76.09,-1857.837,-199.652,62.36,-1854.792
-171.684,75.89,-1857.77,-199.647,62.219,-1854.727
-171.651,75.679,-1857.726,-199.641,62.068,-1854.704
-171.637,75.482,-1857.736,-199.655,61.915,-1854.728
-171.588,75.268,-1857.759,-199.64,61.76,-1854.78
-171.501,75.043,-1857.808,-199.586,61.603,-1854.806
-171.416,74.814,-1857.852,-199.526,61.438,-1854.803
-171.324,74.594,-1857.839,-199.473,61.291,-1854.873
-171.246,74.422,-1857.845,-199.414,61.167,-1854.863
-171.157,74.277,-1857.877,-199.352,61.071,-1854.903
-171.055,74.119,-1857.914,-199.27,60.962,-1854.879
-170.906,73.924,-1857.912,-199.151,60.842,-1854.901
-170.705,73.698,-1857.92,-198.995,60.696,-1854.92
-170.506,73.465,-1857.9,-198.839,60.547,-1854.922
-170.311,73.22,-1857.815,-198.677,60.376,-1854.832
-170.12,72.985,-1857.803,-198.519,60.221,-1854.758
-169.931,72.788,-1857.83,-198.355,60.085,-1854.752
-169.713,72.586,-1857.836,-198.171,59.959,-1854.812
-169.495,72.411,-1857.944,-197.987,59.849,-1854.886
-169.307,72.306,-1858,-197.814,59.79,-1854.952
-169.147,72.259,-1858.107,-197.67,59.776,-1855.043
-169.04,72.261,-1858.264,-197.563,59.796,-1855.187
-168.939,72.269,-1858.3,-197.481,59.818,-1855.297
-168.843,72.266,-1858.351,-197.389,59.83,-1855.322
-168.752,72.226,-1858.431,-197.293,59.816,-1855.331
-168.659,72.162,-1858.444,-197.229,59.781,-1855.383
-168.587,72.067,-1858.451,-197.171,59.73,-1855.406
-168.507,71.959,-1858.498,-197.116,59.667,-1855.432
-168.4,71.825,-1858.572,-197.023,59.589,-1855.461
-168.279,71.686,-1858.644,-196.924,59.501,-1855.512
-168.169,71.517,-1858.758,-196.836,59.393,-1855.615
-168.083,71.329,-1858.907,-196.768,59.271,-1855.686
-167.995,71.145,-1858.93,-196.718,59.153,-1855.744
-167.899,70.956,-1859.021,-196.644,59.027,-1855.797
-167.808,70.773,-1859.078,-196.574,58.9,-1855.829
-167.774,70.623,-1859.08,-196.564,58.797,-1855.874
-167.864,70.579,-1859.047,-196.644,58.745,-1855.808
-167.995,70.582,-1858.981,-196.766,58.715,-1855.781
-168.081,70.569,-1858.888,-196.851,58.672,-1855.763
-168.058,70.472,-1858.892,-196.823,58.592,-1855.721
-167.948,70.308,-1858.872,-196.738,58.476,-1855.729
-167.789,70.105,-1858.909,-196.598,58.346,-1855.789
-167.591,69.899,-1858.942,-196.45,58.23,-1855.838
-167.397,69.736,-1859.023,-196.291,58.131,-1855.922
-167.21,69.562,-1859.063,-196.13,58.036,-1855.953
-167.009,69.389,-1859.082,-195.956,57.947,-1855.987
-166.799,69.23,-1859.189,-195.779,57.867,-1856.033
-166.596,69.09,-1859.319,-195.611,57.805,-1856.161
-166.409,68.936,-1859.445,-195.448,57.732,-1856.293
-166.236,68.81,-1859.481,-195.29,57.663,-1856.328
-166.073,68.693,-1859.569,-195.149,57.593,-1856.417
-165.949,68.6,-1859.635,-195.034,57.531,-1856.465
-165.858,68.491,-1859.666,-194.963,57.465,-1856.463
-165.767,68.379,-1859.619,-194.89,57.4,-1856.477
-165.629,68.243,-1859.563,-194.773,57.3,-1856.45
-165.41,68.05,-1859.524,-194.581,57.175,-1856.424
-165.197,67.875,-1859.513,-194.384,57.063,-1856.415
-165.014,67.732,-1859.591,-194.215,56.965,-1856.45
-164.85,67.557,-1859.604,-194.073,56.855,-1856.406
-164.703,67.377,-1859.615,-193.948,56.738,-1856.402
-164.549,67.223,-1859.612,-193.819,56.642,-1856.447
-164.4,67.05,-1859.659,-193.689,56.529,-1856.481
-164.286,66.896,-1859.724,-193.598,56.428,-1856.525
-164.268,66.815,-1859.693,-193.585,56.364,-1856.529
-164.288,66.743,-1859.615,-193.616,56.319,-1856.514
-164.326,66.743,-1859.556,-193.662,56.32,-1856.458
-164.345,66.762,-1859.594,-193.68,56.346,-1856.457
-164.329,66.714,-1859.595,-193.672,56.325,-1856.476
-164.296,66.604,-1859.554,-193.661,56.273,-1856.458
-164.248,66.493,-1859.581,-193.628,56.208,-1856.469
-164.164,66.376,-1859.615,-193.569,56.143,-1856.49
-164.055,66.249,-1859.586,-193.471,56.066,-1856.491
-163.948,66.125,-1859.561,-193.37,55.979,-1856.447
-163.822,65.994,-1859.518,-193.27,55.903,-1856.448
-163.7,65.86,-1859.605,-193.172,55.824,-1856.47
-163.531,65.709,-1859.668,-193.022,55.735,-1856.546
-163.381,65.578,-1859.667,-192.894,55.658,-1856.564
-163.283,65.51,-1859.672,-192.798,55.61,-1856.574
-163.226,65.463,-1859.727,-192.748,55.59,-1856.635
