Tx1,Ty1,Tz1,Tx2,Ty2,Tz2
-201.702,127.934,-1974.213,-213.312,153.334,-1960.123
-202.837,127.533,-1975.557,-214.892,152.817,-1961.602
-203.935,127.114,-1976.846,-216.446,152.246,-1962.981
-204.93,126.697,-1977.935,-217.888,151.71,-1964.338
-205.83,126.313,-1978.938,-219.15,151.204,-1965.428
-206.699,125.946,-1979.738,-220.349,150.723,-1966.358
-207.578,125.567,-1980.488,-221.546,150.232,-1967.216
-208.436,125.174,-1980.965,-222.716,149.703,-1967.738
-209.249,124.81,-1981.394,-223.817,149.213,-1968.252
-209.905,124.518,-1981.761,-224.721,148.784,-1968.574
-210.333,124.365,-1982.365,-225.295,148.55,-1969.262
-210.561,124.404,-1983.65,-225.666,148.612,-1970.763
-210.534,124.634,-1985.658,-225.792,148.979,-1973.203
-210.333,124.987,-1988.029,-225.66,149.543,-1976.079
-210.391,125.238,-1990.414,-225.764,150.029,-1978.974
-210.994,125.159,-1992.655,-226.482,150.186,-1982.03
-212.033,124.75,-1995.172,-227.835,149.838,-1985.057
-212.939,124.355,-1997.895,-229.07,149.497,-1988.48
-213.548,124.078,-2000.749,-229.906,149.366,-1992.153
-213.834,123.83,-2003.441,-230.381,149.231,-1995.626
-213.909,123.681,-2006.008,-230.534,149.231,-1998.892
-213.876,123.571,-2008.292,-230.538,149.268,-2001.803
-213.719,123.5,-2010.466,-230.363,149.357,-2004.575
-213.59,123.418,-2012.643,-230.161,149.457,-2007.463
-213.569,123.19,-2014.653,-230.117,149.356,-2010.064
-213.645,122.838,-2016.719,-230.213,149.1,-2012.739
-213.524,122.62,-2018.739,-230.042,149.005,-2015.568
-213.403,122.364,-2020.959,-229.866,148.885,-2018.583
-213.484,121.948,-2023.13,-230,148.495,-2021.64
-213.688,121.412,-2025.193,-230.273,147.957,-2024.562
-213.9,120.819,-2027.319,-230.558,147.328,-2027.594
-214.043,120.174,-2029.591,-230.683,146.651,-2030.839
-214.193,119.404,-2031.743,-230.826,145.847,-2033.912
-214.433,118.598,-2033.933,-231.134,144.898,-2037.01
-214.562,117.803,-2036.064,-231.311,143.957,-2040.02
-214.699,116.961,-2038.265,-231.527,142.908,-2042.986
-214.876,116.043,-2040.224,-231.794,141.805,-2045.597
-215.061,115.104,-2042.134,-232.138,140.617,-2048.32
-215.241,114.25,-2044.106,-232.397,139.516,-2051.021
-215.432,113.409,-2045.93,-232.656,138.435,-2053.496
-215.61,112.635,-2047.615,-232.851,137.465,-2055.87
-215.782,112.06,-2049.226,-233.039,136.688,-2057.981
-215.939,111.631,-2050.702,-233.193,136.087,-2059.919
-216.056,111.242,-2052.074,-233.329,135.536,-2061.749
-216.133,110.884,-2053.495,-233.368,135.024,-2063.449
-216.242,110.526,-2054.78,-233.495,134.487,-2065.297
-216.393,110.23,-2055.909,-233.68,134.029,-2066.796
-216.563,110.008,-2056.916,-233.866,133.663,-2067.99
-216.777,109.823,-2057.678,-234.122,133.363,-2069.135
-216.959,109.687,-2058.285,-234.314,133.13,-2069.866
-217.088,109.549,-2058.832,-234.478,132.878,-2070.456
-217.208,109.363,-2059.214,-234.62,132.59,-2071.068
-217.431,109.07,-2059.674,-234.929,132.155,-2071.519
-217.674,108.782,-2060.052,-235.284,131.736,-2072.129
-217.948,108.563,-2060.328,-235.615,131.397,-2072.45
-218.31,108.357,-2060.376,-236.117,131.068,-2072.481
-218.645,108.158,-2060.412,-236.608,130.749,-2072.553
-218.881,108.034,-2060.23,-236.978,130.543,-2072.415
-219.085,108.06,-2059.9,-237.263,130.543,-2071.964
-219.245,108.299,-2059.142,-237.537,130.8,-2071.016
-219.376,108.694,-2058.086,-237.738,131.255,-2069.708
-219.716,109.114,-2056.7,-238.256,131.749,-2067.827
-220.294,109.537,-2054.74,-239.212,132.184,-2065.293
-220.723,110.013,-2052.557,-239.958,132.779,-2062.281
-221.17,110.502,-2050.142,-240.622,133.419,-2059.076
-221.825,111.002,-2047.008,-241.642,134.091,-2054.498
-222.765,111.481,-2043.044,-243.051,134.666,-2048.8
-223.694,111.873,-2038.851,-244.386,135.067,-2042.593
-224.495,112.223,-2034.63,-245.486,135.37,-2036.836
-225.06,112.656,-2030.488,-246.269,135.676,-2031.069
-224.767,113.438,-2026.941,-245.939,136.487,-2026.113
-223.84,114.617,-2024.017,-244.589,138.009,-2022.526
-222.806,115.717,-2021.163,-243.236,139.321,-2018.903
-221.869,116.673,-2018.473,-241.974,140.468,-2015.454
-220.984,117.476,-2015.73,-240.848,141.373,-2012.055
-219.91,118.399,-2012.831,-239.512,142.393,-2008.521
-218.31,119.649,-2010.108,-237.499,143.833,-2005.099
-216.4,121.082,-2007.728,-235.033,145.592,-2002.167
-214.556,122.409,-2005.45,-232.727,147.18,-1999.487
-212.774,123.686,-2003.159,-230.466,148.688,-1996.784
-211.002,124.869,-2000.776,-228.202,150.092,-1993.913
-209.274,125.94,-1998.774,-226.027,151.331,-1991.408
-207.598,127.003,-1997.219,-223.906,152.614,-1989.71
-206.025,128.002,-1996.003,-221.947,153.828,-1988.372
-204.796,128.865,-1995.195,-220.395,154.858,-1987.464
-204.01,129.472,-1994.716,-219.452,155.561,-1986.983
-203.538,129.853,-1994.482,-218.895,155.967,-1986.623
-203.362,130.079,-1994.548,-218.669,156.224,-1986.709
-203.491,130.111,-1994.736,-218.828,156.239,-1986.908
-203.927,129.987,-1995.058,-219.357,156.072,-1987.241
-204.564,129.748,-1995.41,-220.139,155.781,-1987.716
-205.357,129.415,-1995.79,-221.096,155.359,-1988.17
-206.273,129.035,-1996.14,-222.179,154.875,-1988.49
-207.324,128.609,-1996.562,-223.452,154.33,-1989.002
-208.511,128.15,-1996.917,-224.868,153.729,-1989.436
-209.823,127.67,-1997.305,-226.445,153.101,-1989.801
-211.21,127.212,-1997.567,-228.099,152.427,-1989.909
-212.64,126.751,-1997.794,-229.79,151.737,-1989.903
-214.298,126.187,-1998.298,-231.77,150.975,-1990.522
-216.293,125.422,-1999.141,-234.177,149.979,-1991.575
-218.539,124.495,-2000.178,-236.861,148.787,-1992.836
-220.994,123.454,-2001.239,-239.795,147.484,-1994.181
-223.592,122.36,-2002.471,-242.895,146.094,-1995.833
-226.327,121.216,-2003.782,-246.082,144.675,-1997.495
-229.221,119.948,-2005.122,-249.484,143.076,-1999.23
-232.146,118.645,-2006.547,-252.867,141.505,-2001.245
-235.129,117.224,-2008.225,-256.326,139.793,-2003.624
-238.13,115.689,-2009.952,-259.814,137.928,-2006.047
-241.153,114.108,-2011.805,-263.321,135.988,-2008.63
-244.203,112.465,-2013.689,-266.764,134.014,-2011.262
-247.208,110.781,-2015.57,-270.153,131.985,-2013.903
-250.162,109.116,-2017.356,-273.472,129.94,-2016.283
-253.032,107.505,-2019.026,-276.668,127.967,-2018.475
-255.837,105.799,-2020.654,-279.835,125.857,-2020.686
-258.633,104.014,-2022.16,-282.983,123.656,-2022.661
-261.441,102.158,-2023.325,-286.117,121.395,-2024.222
-264.251,100.216,-2024.347,-289.236,118.983,-2025.434
-267.055,98.197,-2025.426,-292.371,116.475,-2026.879
-269.827,96.171,-2026.392,-295.449,113.943,-2028.207
-272.36,94.284,-2027.166,-298.294,111.57,-2029.433
-274.629,92.545,-2027.667,-300.816,109.471,-2030.333
-276.795,90.784,-2028.2,-303.222,107.269,-2030.997
-278.727,89.106,-2028.476,-305.397,105.159,-2031.438
-280.411,87.676,-2028.528,-307.267,103.384,-2031.421
-281.944,86.407,-2028.257,-308.974,101.824,-2031.265
-283.312,85.267,-2028.024,-310.493,100.41,-2030.896
-284.466,84.269,-2027.899,-311.757,99.203,-2030.759
-285.395,83.39,-2027.74,-312.785,98.116,-2030.641
-286.234,82.606,-2027.577,-313.714,97.173,-2030.602
-287.13,81.852,-2027.308,-314.717,96.245,-2030.424
-288.007,81.2,-2027.072,-315.68,95.422,-2030.148
-288.691,80.741,-2026.736,-316.404,94.898,-2029.756
