  2000,  2000,     0,  1832,   0.9,
  1999,  1999,     0,  1833,   0.9,
  1999,  1999,     0,  1833,   0.9,
  1999,  1999,     0,  1832,   0.9,
  1999,  1999,     0,  1832,   0.9,
  1998,  1998,     0,  1832,   0.9,
  1999,  1999,     0,  1832,   0.9,
  1999,  1999,     0,  1833,   0.9,
  2000,  2000,     0,  1834,   0.9,
  2000,  2000,     0,  1833,   0.9,
  1998,  1998,     0,  1832,   0.9,
  1999,  1999,     0,  1831,   0.9,
  1999,  1999,     0,  1832,   0.9,
  2000,  2000,     0,  1832,   0.9,
  2000,  2000,     0,  1833,   0.9,
  1999,  1999,     0,  1832,   0.9,
  2000,  2000,     0,  1832,   0.9,
  1999,  1999,     0,  1833,   0.9,
  1999,  1999,     0,  1833,   0.9,
  2000,  2000,     0,  1832,   0.9,
  2000,  2000,     0,  1833,   0.9,
  2000,  2000,     0,  1832,   0.9,
  1999,  1999,     0,  1832,   0.9,
  1999,  1999,     0,  1832,   0.9,
  1999,  1999,     0,  1833,   0.9,
  1999,  1999,     0,  1833,   0.9,
  1999,  1999,     0,  1832,   0.9,
  1999,  1999,     0,  1832,   0.9,
  2000,  2000,     0,  1833,   0.9,
  2000,  2000,     0,  1833,   0.9,
  2000,  2000,     0,  1833,   0.9,
  2000,  2000,     0,  1832,   0.9,
  1999,  1999,     0,  1832,   0.9,
  1999,  1999,     0,  1832,   0.9,
  1999,  1999,     0,  1832,   0.9,
  2000,  2000,     0,  1833,   0.9,
  2000,  2000,     0,  1832,   0.9,
  1999,  1999,     0,  1833,   0.9,
  2000,  2000,     0,  1832,   0.9,
  1999,  1999,     0,  1832,   0.9,
  1999,  1999,     0,  1832,   0.9,
  1999,  1999,     0,  1833,   0.9,
  1999,  1999,     0,  1834,   0.9,
  1999,  1999,     0,  1832,   0.9,
  2000,  2000,     0,  1832,   0.9,
  2000,  2000,     0,  1831,   0.9,
  2000,  2000,     0,  1832,   0.9,
  1999,  1999,     0,  1831,   0.9,
  2000,  2000,     0,  1832,   0.9,
  1998,  1998,     0,  1832,   0.9,
  1999,  1999,     0,  1831,   0.9,
  1999,  1999,     0,  1832,   0.9,
  2000,  2000,     0,  1832,   0.9,
  2000,  2000,     0,  1833,   0.9,
  2000,  2000,     0,  1833,   0.9,
  1999,  1999,     0,  1832,   0.9,
  1999,  1999,     0,  1832,   0.9,
  1999,  1999,     0,  1833,   0.9,
  1998,  1998,     0,  1833,   0.9,
  1999,  1999,     0,  1833,   0.9,
  1999,  1999,     0,  1832,   0.9,
  2000,  2000,     0,  1832,   0.9,
  2000,  2000,     0,  1833,   0.9,
  1999,  1999,     0,  1833,   0.9,
  2000,  2000,     0,  1832,   0.9,
  1999,  1999,     0,  1832,   0.9,
  1999,  1999,     0,  1833,   0.9,
  2000,  2000,     0,  1833,   0.9,
  1999,  1999,     0,  1832,   0.9,
  1999,  1999,     0,  1833,   0.9,
  2000,  2000,     0,  1832,   0.9,
  2000,  2000,     0,  1833,   0.9,
  2000,  2000,     0,  1831,   0.9,
  2000,  2000,     0,  1832,   0.9,
  2000,  2000,     0,  1833,   0.9,
  1999,  1999,     0,  1832,   0.9,
  2000,  2000,     0,  1832,   0.9,
  1999,  1999,     0,  1832,   0.9,
  1999,  1999,     0,  1832,   0.9,
  1999,  1999,     0,  1832,   0.9,
  1999,  1999,     0,  1833,   0.9,
  2000,  2000,     0,  1833,   0.9,
  1998,  1998,     0,  1832,   0.9,
  1999,  1999,     0,  1832,   0.9,
  2000,  2000,     0,  1832,   0.9,
  1999,  1999,     0,  1833,   0.9,
  1999,  1999,     0,  1833,   0.9,
  1999,  1999,     0,  1832,   0.9,
  1999,  1999,     0,  1833,   0.9,
  1999,  1999,     0,  1833,   0.9,
  1999,  1999,     0,  1833,   0.9,
  1999,  1999,     0,  1832,   0.9,
  2000,  2000,     0,  1833,   0.9,
  2000,  2000,     0,  1832,   0.9,
  2000,  2000,     0,  1832,   0.9,
  1999,  1999,     0,  1832,   0.9,
  1999,  1999,     0,  1833,   0.9,
  1999,  1999,     0,  1833,   0.9,
  2000,  2000,     0,  1833,   0.9,
  1999,  1999,     0,  1832,   0.9,
  2000,  2000,     0,  1832,   0.9,
  1998,  1998,     0,  1832,   0.9,
  1999,  1999,     0,  1833,   0.9,
