  2000,  2001,    44,  1837,   0.2,
  2000,  2001,    42,  1836,   0.2,
  2000,  2001,    43,  1837,   0.2,
  2000,  2001,    37,  1837,   0.2,
  2000,  2001,    43,  1837,   0.2,
  2000,  2000,    37,  1837,   0.2,
  2000,  2001,    42,  1838,   0.2,
  2000,  2001,    38,  1837,   0.2,
  2000,  2001,    47,  1837,   0.2,
  2000,  2001,    41,  1837,   0.2,
  2000,  2001,    43,  1838,   0.2,
  2000,  2000,    41,  1837,   0.2,
  2000,  2000,    38,  1836,   0.2,
  2000,  2001,    47,  1837,   0.2,
  2000,  2000,    44,  1837,   0.2,
  2000,  2001,    43,  1838,   0.2,
  2000,  2001,    42,  1838,   0.2,
  2000,  2001,    39,  1836,   0.2,
  2000,  2000,    60,  1838,   0.2,
  2000,  2001,    32,  1837,   0.2,
  2000,  2001,    31,  1838,   0.2,
  2000,  2001,    36,  1838,   0.2,
  2000,  2000,    32,  1837,   0.2,
  2000,  2000,    27,  1837,   0.2,
  2000,  2001,    37,  1838,   0.2,
  2000,  2001,    51,  1837,   0.2,
  2000,  2000,    33,  1838,   0.1,
  2000,  2001,    42,  1838,   0.2,
  2000,  2000,    53,  1838,   0.1,
  2000,  2001,    52,  1837,   0.1,
  2000,  2001,    39,  1838,   0.2,
  2000,  2000,    41,  1838,   0.1,
  2000,  2001,    52,  1838,   0.2,
  2000,  2000,    42,  1838,   0.1,
  2000,  2001,    47,  1837,   0.2,
  2000,  2001,    41,  1838,   0.1,
  2000,  2001,    46,  1838,   0.1,
  2000,  2000,    45,  1837,   0.1,
  2000,  2000,    39,  1836,   0.1,
  2000,  2000,    45,  1836,   0.2,
  2000,  2001,    47,  1838,   0.1,
  2000,  2001,    54,  1838,   0.1,
  2000,  2001,    51,  1837,   0.1,
  2000,  2000,    43,  1838,   0.1,
  2000,  2000,    43,  1838,   0.1,
  2000,  2000,    42,  1837,   0.1,
  2000,  2001,    48,  1837,   0.1,
  2000,  2000,    36,  1837,   0.1,
  2000,  2000,    42,  1837,   0.1,
  2000,  2001,    54,  1837,   0.1,
  2000,  2001,    48,  1837,   0.1,
  2000,  2001,    49,  1839,   0.1,
  2000,  2001,    53,  1838,   0.2,
